student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
18886,33,Female,UK,Tablet,55.28,10.17,8,33.284046623387596,323.09640554788933,5,6,7,58.79,0.95,7.066482027739447,33.06234954928047,0
18887,40,Female,Australia,Mobile,60.86,13.09,6,40.65764803323748,427.59846416777737,9,8,2,64.13,0.51,8.264992320838886,33.1248912021765,1
18888,47,Male,Australia,Tablet,35.36,14.71,4,51.787724788827674,455.9349540973582,2,13,7,73.46,0.9,8.492674770486792,37.71550263116376,0
18889,37,Male,USA,Mobile,44.06,11.56,10,19.62373405742812,361.56303238204436,7,12,3,89.93,0.7,7.275815161910222,47.404595901282136,0
18890,30,Female,Australia,Tablet,57.29,11.71,4,27.032663468441108,332.09893978404136,8,2,2,76.88,0.65,7.173494698920207,44.41589394159977,0
18891,32,Male,India,Tablet,28.76,10.34,14,54.51621632037387,189.15819930697586,7,2,5,72.11,0.68,6.447790996534879,35.16603091380992,0
18892,29,Female,India,Tablet,54.22,3.63,13,45.15393879572082,186.5035037177327,4,0,7,64.52,0.92,4.221517518588664,27.437973644020182,0
18893,26,Male,Canada,Mobile,50.1,7.51,5,60.266893555693386,404.00416183487073,7,10,3,58.24,0.66,6.273020809174353,32.99002662766914,0
18894,49,Female,Canada,Tablet,61.04,5.12,1,58.57902629847872,124.20659366906006,6,9,6,54.48,0.61,4.5570329683453,24.9434072282527,0
18895,43,Female,Australia,Laptop,44.88,16.68,5,49.7177448665578,227.34043954571712,6,14,3,83.7,0.55,7.940702197728585,46.7544985212496,1
18896,35,Female,USA,Laptop,45.02,3.34,4,43.238813730512334,160.97623127621247,3,6,5,64.97,0.73,3.406881156381062,36.03056082030388,0
18897,38,Male,Germany,Mobile,44.76,12.1,4,46.88881887236164,145.46727129883428,9,4,1,58.15,0.43,6.357336356494171,36.97020270856069,1
18898,31,Female,Australia,Tablet,45.06,5.15,5,48.497961579735644,352.30237794835415,3,6,2,39.0,0.61,4.306511889741771,16.419860798383617,0
18899,37,Female,Australia,Tablet,55.56,5.97,9,50.738337878013894,279.8810268093973,5,9,3,57.43,0.89,4.790405134046987,30.514745057272794,0
18900,42,Male,USA,Laptop,59.99,8.74,11,17.401203990556393,159.74619407541476,1,6,2,82.71,0.81,4.020730970377074,49.500803486273824,0
18901,21,Male,USA,Mobile,42.8,9.83,11,21.190214523373992,132.28296350504806,7,12,6,70.65,0.95,6.2104148175252405,40.53938279482111,0
18902,25,Female,Australia,Laptop,46.85,3.49,5,60.190731109691825,479.6133197670474,6,3,5,85.35,0.62,5.645066598835237,42.212372798769515,0
18903,25,Female,Germany,Mobile,44.03,11.89,5,53.763845251085286,219.89858882351302,8,5,1,97.36,0.49,6.466492944117566,41.230335335136786,1
18904,39,Female,USA,Laptop,66.88,8.77,13,20.919961550133728,242.0533624089918,2,14,5,81.39,0.61,5.241266812044959,37.42186743630202,0
18905,39,Female,USA,Mobile,44.22,10.69,5,51.19396238365924,435.91443755724845,8,0,1,78.47,0.53,7.1865721877862425,45.728970483370894,1
18906,33,Male,UK,Tablet,61.54,11.4,2,30.07445615425298,348.99148266315575,3,4,3,77.17,0.67,6.3649574133157785,33.791537969284086,0
18907,44,Female,Germany,Tablet,29.67,7.89,11,55.563940311155086,150.67927444187941,1,1,4,54.43,0.83,4.120396372209397,29.726351348182916,0
18908,41,Male,India,Mobile,48.84,12.95,3,53.86461329967653,243.61425357940124,6,13,4,79.84,0.76,7.103071267897006,48.56378961814299,0
18909,45,Female,Canada,Mobile,68.19,9.61,10,52.40461342203543,260.40580628215804,9,2,1,74.9,0.75,6.18502903141079,31.484234426205752,0
18910,46,Female,India,Mobile,33.87,11.69,3,84.20690761912611,373.6057106728958,3,12,6,99.46,0.97,7.175028553364478,50.21134760019005,0
18911,45,Female,Australia,Mobile,70.32,8.12,7,41.19131304269578,379.0668646094079,6,13,1,78.39,0.46,5.731334323047039,44.70552877646667,1
18912,27,Male,India,Mobile,55.84,11.81,4,14.577099426998867,203.8353445254097,5,0,7,63.86,0.86,6.962176722627049,35.8971219754801,0
18913,42,Male,Canada,Laptop,35.55,9.66,8,39.936452020308096,407.90839667397074,8,2,3,71.78,0.62,7.137541983369854,43.12934502105704,0
18914,48,Male,Canada,Mobile,40.21,5.07,4,49.98378812529402,264.50872022053994,9,11,4,59.25,0.97,5.443543601102699,30.656966083915417,0
18915,38,Female,USA,Tablet,48.45,1.61,6,20.44852601535474,101.18853742665979,3,9,7,85.53,0.69,2.9889426871332994,52.11866532894483,0
18916,44,Male,Germany,Mobile,61.79,0.24,8,63.599284069907895,366.72092256879114,6,13,6,67.09,0.47,4.305604612843956,37.08015107876247,1
18917,34,Female,Australia,Tablet,8.72,12.02,4,50.15378011111622,225.88981922640008,3,14,1,66.3,0.75,5.535449096132001,41.11526303255556,0
18918,18,Female,Australia,Tablet,57.0,7.84,9,32.61320957678733,275.4946820662849,8,0,1,76.84,0.73,5.529473410331424,33.81275773521692,0
18919,48,Female,Canada,Laptop,57.62,8.77,6,44.14391070371578,-11.778351324528387,5,12,1,35.52,0.84,3.772108243377358,19.126180328601386,0
18920,35,Female,Germany,Tablet,48.8,11.84,4,44.270014286614796,237.98449651436349,5,11,4,62.41,0.4,6.541922482571818,28.423449156094712,1
18921,27,Female,USA,Mobile,57.32,19.97,1,68.92679214598428,267.76401626277897,5,5,3,55.8,0.81,8.929820081313894,39.438785421101905,0
18922,43,Female,Australia,Tablet,62.58,6.82,13,58.54967867334251,286.4342128452072,6,6,6,64.34,0.78,5.878171064226036,32.1736179548824,0
18923,38,Female,Australia,Laptop,74.76,12.42,5,66.83560286747169,201.97280122031057,4,0,6,54.18,0.45,6.7358640061015524,28.510826304061275,1
18924,21,Female,India,Mobile,42.38,5.36,5,29.03627702209033,458.2453360567242,2,3,2,85.14,0.83,4.699226680283622,46.49537918740478,0
18925,18,Male,Australia,Tablet,48.2,17.38,13,54.09445106830712,305.1011200110824,4,4,7,61.48,0.4,8.93950560005541,34.38799302135076,1
18926,21,Female,Canada,Mobile,52.89,17.41,8,39.84759217166314,299.92861195374525,7,8,4,36.76,0.88,8.922643059768726,27.78365514353076,0
18927,21,Male,Australia,Tablet,47.02,9.88,5,24.40303998239144,239.69665893589152,6,8,6,73.41,0.76,6.562483294679458,32.98838343564301,0
18928,43,Female,Canada,Mobile,58.76,8.92,12,26.835671687993504,307.045997195175,7,10,6,76.97,0.93,6.811229985975875,45.06331525844624,0
18929,21,Female,USA,Laptop,49.39,15.75,2,44.39969701624954,176.27023864477871,0,0,7,85.14,0.88,7.006351193223893,44.120276324239434,0
18930,34,Female,Germany,Laptop,50.32,13.8,5,41.99245379758447,111.81962678607903,9,0,3,75.42,0.41,7.099098133930395,40.672004696157806,1
18931,26,Female,Germany,Tablet,40.91,10.65,2,35.47677852781077,190.13654254779277,1,7,2,65.44,0.71,4.745682712738964,21.535544840017888,0
18932,47,Male,Australia,Laptop,14.7,15.24,6,26.846967809294902,289.9326429701471,5,8,3,61.73,0.62,7.621663214850736,31.412442783648196,0
18933,36,Male,UK,Tablet,54.54,13.44,2,52.03147084394039,378.90590037225763,1,14,2,69.5,0.72,6.5265295018612886,28.537255470032743,0
18934,30,Male,India,Laptop,46.7,11.4,2,31.39083704950926,258.5503078490055,8,0,7,73.88,0.77,7.712751539245028,43.381645204412635,0
18935,21,Male,UK,Tablet,58.69,6.72,3,16.700079867551572,216.19252980253256,0,14,2,34.71,0.55,3.4969626490126626,9.501925442564344,1
18936,22,Male,Germany,Mobile,60.1,10.78,2,48.00144914438197,389.6587241949777,8,8,2,81.93,1.0,7.182293620974889,35.0348417870249,0
18937,46,Male,UK,Tablet,40.11,8.99,4,55.222807470176875,606.8873239542179,3,12,1,57.59,0.59,6.53143661977109,28.7083119917727,1
18938,30,Female,Germany,Tablet,76.89,1.82,12,22.105649110681618,158.5710891984904,0,9,3,110.34,0.42,1.938855445992452,51.50138791565734,1
18939,40,Female,Canada,Tablet,73.41,8.17,6,32.32565014118195,299.60712336629297,2,2,2,61.06,0.46,4.749035616831465,29.759711648379056,1
18940,33,Male,USA,Mobile,52.93,12.24,3,52.59097302956123,370.5991692874802,4,11,4,89.68,0.49,7.1249958464374,39.890823677890445,1
18941,39,Male,Australia,Laptop,65.07,9.67,3,55.17168594555163,326.6056829988946,3,6,2,61.79,0.91,5.534028414994474,30.812864046150242,0
18942,22,Male,UK,Laptop,55.99,14.82,12,25.366825353014505,215.87460717519087,0,14,5,60.9,0.48,6.525373035875954,22.797113188985676,1
18943,25,Female,Australia,Mobile,37.46,5.91,13,33.93797010755415,273.44597312496745,3,3,1,87.12,0.66,3.9402298656248376,46.21666024295968,0
18944,33,Female,Canada,Laptop,70.58,13.36,4,23.51048739993698,513.2531890952649,0,6,6,65.6,0.75,7.7742659454763245,37.20682511461071,0
18945,47,Female,Canada,Mobile,46.47,9.77,13,37.925829812461025,198.52671745533866,8,0,4,68.59,0.45,6.323633587276693,35.746577522906584,1
18946,18,Female,USA,Laptop,54.46,5.56,4,19.200687539688897,358.50212329677663,0,8,4,72.02,0.74,4.260510616483883,43.80828695710875,0
18947,40,Female,USA,Tablet,40.84,17.82,7,51.77526103587192,179.75083645386735,2,9,6,54.07,0.71,7.844754182269337,32.19315859349334,0
18948,45,Male,Canada,Tablet,13.79,6.24,6,49.64862753787384,176.99907227380322,9,13,7,62.76,0.77,5.9569953613690165,36.231601640447394,0
18949,23,Female,Australia,Tablet,48.12,3.55,2,11.129820189982745,21.91300711326204,4,11,4,55.4,0.97,2.7745650355663103,30.748290957160794,0
18950,28,Male,Canada,Mobile,55.98,14.18,13,44.133501830904834,424.6265412677264,6,7,2,48.27,0.88,7.977132706338632,36.865727842995895,0
18951,33,Female,UK,Mobile,8.94,13.67,9,43.78899430258121,351.8892163098885,8,12,7,81.34,0.78,8.860446081549442,44.12802840790376,0
18952,22,Male,UK,Laptop,51.37,7.88,2,25.226924123807173,105.36047387202049,0,6,5,53.82,0.91,3.8908023693601024,27.031926730311312,0
18953,33,Female,India,Mobile,24.92,11.36,6,42.32253471354462,135.39502127344008,2,13,4,69.77,0.99,5.284975106367201,36.20075555683522,0
18954,24,Female,India,Laptop,88.49,7.8,6,54.987492657350344,459.4045885735694,6,4,5,45.58,0.92,6.837022942867847,28.425960997250495,0
18955,36,Female,Canada,Tablet,76.9,20.18,12,31.283338580939358,282.6867369774306,1,0,1,50.08,0.44,7.8674336848871524,22.902538020643792,1
18956,18,Female,India,Laptop,15.32,13.6,7,51.03351019450065,111.73233728600076,6,2,1,83.35,0.9,6.038661686430004,47.13217442176462,0
18957,26,Female,Canada,Laptop,42.76,6.46,13,31.59462011926334,332.18082486679066,3,14,6,66.92,0.98,5.398904124333954,32.27383027577684,0
18958,35,Male,USA,Tablet,65.13,12.6,8,36.623426914874386,307.5188434507812,9,14,2,68.99,0.75,7.517594217253906,30.69973516908957,0
18959,30,Female,USA,Tablet,64.92,6.12,1,36.9235452627643,386.76670801138073,5,0,2,75.25,0.79,5.169833540056904,31.066485912457484,0
18960,43,Female,UK,Mobile,48.96,16.17,12,50.64908832034628,172.29014769578805,5,8,3,72.39,0.81,7.31245073847894,38.13387609243131,0
18961,32,Female,Australia,Laptop,62.9,12.46,1,70.09734135681182,442.7119034650802,5,8,3,72.41,0.42,7.551559517325401,41.893767518444335,1
18962,20,Female,Germany,Mobile,54.85,14.02,8,31.992068327973403,465.5796956825135,1,7,2,64.81,0.62,7.133898478412568,33.78169238222538,0
18963,41,Female,Australia,Laptop,43.08,14.22,10,68.10161822985378,130.47650485845432,3,9,4,77.87,0.43,6.318382524292271,38.77317185053842,1
18964,45,Female,Canada,Laptop,35.35,10.76,13,46.202171185354565,290.358092371849,2,11,7,81.88,0.61,6.4797904618592455,38.80225857511442,0
18965,27,Female,Australia,Tablet,51.42,9.62,5,38.4239718141222,106.53655152463674,9,13,6,47.53,0.85,6.418682757623183,22.091893778000927,0
18966,26,Female,UK,Tablet,54.33,4.64,8,32.176545902618145,317.57713829515086,6,1,6,44.76,0.8,5.379885691475755,24.390736330250494,0
18967,30,Female,India,Laptop,69.15,11.39,2,36.73989753410394,296.5987619515869,1,5,4,57.19,0.42,5.899993809757935,29.650477756239365,1
18968,33,Male,Canada,Mobile,73.55,11.38,5,33.92120368835888,479.68077324240903,0,10,6,52.78,0.99,7.012403866212045,29.090401653601507,0
18969,20,Male,UK,Mobile,36.81,10.2,5,44.360271900566474,532.1675593862735,8,3,4,95.86,0.63,8.120837796931367,51.23229688778373,0
18970,39,Female,India,Laptop,56.78,7.87,11,24.52774410474898,510.61954902348225,3,13,4,78.22,0.95,6.314097745117411,38.405154040147764,0
18971,40,Female,Canada,Tablet,44.39,8.92,5,10.925353491500779,381.0436041262335,7,2,1,49.21,0.91,6.181218020631167,19.059912324955405,0
18972,32,Female,UK,Laptop,52.84,10.54,4,35.30256199205467,130.87579403990705,8,11,3,75.66,0.79,6.0163789701995345,31.36205601561371,0
18973,34,Female,Germany,Tablet,61.87,8.76,1,67.23507718514192,396.1170976463053,3,3,4,59.78,0.58,6.0085854882315255,27.017618021906173,1
18974,31,Female,UK,Tablet,38.16,5.1,14,32.2207046034878,278.96623114926615,9,14,4,73.98,0.51,5.52483115574633,26.47520814402163,1
18975,24,Male,Canada,Laptop,14.29,7.34,3,42.47073966088676,100.87654526153574,9,14,3,60.3,0.63,5.106382726307679,29.488847369780217,0
18976,37,Female,India,Laptop,58.27,13.37,8,20.304998992026007,617.9143574490367,1,9,7,67.55,0.66,8.700571787245183,40.2110460824042,0
18977,33,Male,Canada,Mobile,51.72,16.68,9,41.63030448237698,329.53452168152114,2,2,5,70.05,0.72,8.051672608407607,38.73282555386998,0
18978,38,Female,Canada,Tablet,50.56,6.63,4,44.80116572321434,292.91512343459794,5,0,5,75.6,0.61,5.453575617172989,40.7056133615261,0
18979,25,Female,UK,Tablet,63.9,6.84,4,37.637094811506316,392.73968837103064,5,5,6,56.9,0.6,6.215698441855153,28.397407988835788,0
18980,21,Female,Canada,Laptop,43.41,15.27,4,21.805997398826268,350.275055262968,0,13,2,78.82,0.71,6.73237527631484,34.355193804294736,0
18981,48,Female,Australia,Mobile,68.9,5.8,8,22.652990163213175,285.3517341392838,1,9,5,71.72,0.79,4.366758670696419,45.22361133731327,0
18982,37,Male,USA,Mobile,63.03,9.76,12,25.54962345485784,297.924806544601,6,14,6,89.88,0.61,6.817624032723005,40.71419123378705,0
18983,41,Male,Germany,Laptop,44.69,11.83,8,38.46509384328597,299.7474113086042,1,10,6,51.51,0.42,6.447737056543021,37.500042652638385,1
18984,32,Male,India,Tablet,72.29,15.87,8,37.700455609956094,103.80669446508634,3,6,2,73.11,0.74,6.280033472325432,48.15132228552623,0
18985,22,Male,Germany,Tablet,65.84,12.69,8,35.15717179940751,180.42972253962134,2,4,7,101.44,0.64,6.509148612698107,53.029920763650296,0
18986,30,Male,Australia,Mobile,34.16,4.36,4,26.15047087051822,236.40720982924393,1,7,6,99.51,0.42,3.89003604914622,41.82279769539491,1
18987,23,Female,UK,Mobile,55.71,10.63,1,33.61042271502388,407.5876377313942,9,12,4,94.83,0.92,7.826938188656971,49.95073470340697,0
18988,45,Female,UK,Tablet,49.66,7.78,3,44.447591809565544,280.0044304415959,2,2,2,71.37,0.94,4.53402215220798,31.433756585322477,0
18989,44,Male,Australia,Mobile,44.31,4.63,2,3.9877308821576634,482.4761561890874,9,9,5,87.28,0.76,6.601380780945437,47.77578495672062,0
18990,47,Female,USA,Laptop,23.51,11.5,14,38.43791665410643,485.5843006706067,8,2,7,66.72,0.83,8.877921503353033,39.641846433021996,0
18991,22,Female,UK,Tablet,44.75,10.66,9,61.10663033526117,399.2077008914993,2,7,1,90.35,0.45,5.794038504457497,50.2932146849921,1
18992,34,Female,Australia,Mobile,40.82,9.76,12,61.54981203981914,283.02057811065873,1,2,7,95.02,0.63,5.943102890553294,53.72034877382006,0
18993,24,Male,UK,Mobile,22.64,5.99,11,32.6942985959839,273.8527621937491,0,4,3,67.78,0.73,3.7662638109687454,33.71611992397575,0
18994,23,Male,UK,Tablet,38.71,10.58,7,49.9601915565852,186.18287044727072,2,7,4,72.02,0.67,5.304914352236354,46.656502601594816,0
18995,19,Male,Germany,Mobile,29.24,10.63,13,22.0067256079939,123.4142725258528,4,1,1,100.16,0.86,4.806071362629265,49.407865862050365,0
18996,28,Male,USA,Mobile,58.31,5.44,10,24.790137322570775,310.44074663932474,9,6,5,57.89,0.54,5.984203733196623,22.24262404506905,1
18997,24,Female,Canada,Laptop,27.27,15.75,10,42.488677427498615,489.9971472335501,8,1,2,65.57,0.92,9.17498573616775,36.83400333952812,0
18998,39,Female,India,Mobile,61.12,10.7,9,43.673858955465484,383.9498991499452,7,13,3,64.59,0.43,7.129749495749726,39.75823929113025,1
18999,38,Female,Australia,Mobile,34.63,6.64,12,15.644645095421755,493.3667031921419,0,3,2,98.83,0.64,4.8588335159607094,55.72648000786752,0
19000,25,Female,USA,Laptop,35.58,8.53,10,49.79066519186546,155.79908134182995,4,13,4,65.07,0.95,4.937995406709149,22.6399010219196,0
19001,22,Female,Germany,Tablet,40.96,0.82,5,30.123732526966588,427.1090580533047,3,6,3,50.18,0.9,3.5815452902665235,30.632217968449453,0
19002,44,Female,Australia,Laptop,43.07,8.8,3,33.984145020550756,22.647013024310752,6,3,1,65.66,0.91,4.153235065121554,48.80249009270117,0
19003,35,Male,Canada,Laptop,45.86,15.05,9,51.788894877184966,277.75842979421856,2,5,2,82.8,0.42,6.703792148971093,39.104058641113774,1
19004,39,Female,Canada,Mobile,41.95,15.63,9,4.324828522771924,150.5421540717567,6,3,4,96.45,0.95,7.4417107703587835,56.25385182082597,0
19005,33,Female,Australia,Tablet,36.51,16.7,5,47.36761879219315,237.8828742951165,1,6,1,60.77,0.68,6.599414371475582,29.339133048043127,0
19006,31,Female,India,Laptop,34.65,11.57,13,29.764787264115252,250.8414352039105,4,4,6,61.71,0.99,6.725207176019552,31.225174754473194,0
19007,29,Female,Canada,Mobile,34.18,8.41,2,67.37237566985272,381.49594231661484,9,5,3,60.09,0.77,6.830479711583074,38.9058369790675,0
19008,34,Female,USA,Mobile,38.87,11.67,10,18.67027043110862,249.19913142788914,5,7,2,50.27,0.42,6.1469956571394455,19.845281512331972,1
19009,22,Male,Canada,Mobile,43.03,11.7,11,38.74933377776633,323.0415863906611,2,5,1,56.64,0.57,5.725207931953306,32.918684341623035,1
19010,31,Female,Australia,Tablet,40.64,11.08,11,37.72962642565812,282.93471907836766,2,3,7,69.66,0.92,6.538673595391839,37.47063308779919,0
19011,23,Female,Germany,Mobile,49.93,12.57,14,83.31142146119474,380.0895229766361,8,11,7,103.13,0.75,8.671447614883181,49.581037193471786,0
19012,32,Male,Canada,Mobile,64.42,7.23,8,54.15778323784195,524.879704312876,1,5,5,35.18,0.43,5.99339852156438,28.300400465936143,1
19013,24,Male,Germany,Mobile,53.36,5.69,5,60.21042320072223,281.1830857003867,0,6,7,28.08,0.98,4.512915428501934,15.088353776333594,0
19014,31,Female,Canada,Tablet,58.02,10.81,4,13.956522560200806,64.98830873586886,2,8,2,76.05,0.77,4.367941543679344,42.65923926650242,0
19015,35,Female,India,Laptop,11.8,5.95,13,46.57290835584875,126.48635912638758,4,5,7,81.19,0.43,4.617431795631938,43.08474668957285,1
19016,18,Male,USA,Mobile,52.18,11.84,14,37.472798075067765,438.51086245453826,4,5,3,77.28,0.5,7.144554312272691,43.266674389925434,1
19017,23,Female,Germany,Tablet,51.25,11.83,2,60.85271673208552,300.4284185829936,7,11,2,75.74,0.54,6.8511420929149685,33.50618090415209,1
19018,20,Male,Canada,Laptop,66.16,8.13,11,62.384500806144004,394.4826829486453,4,3,6,73.92,0.43,6.411413414743226,46.10988946530894,1
19019,22,Male,UK,Tablet,83.13,5.24,7,34.84182294439633,254.4357235337564,8,0,7,88.44,0.89,5.844178617668783,49.083927120637924,0
19020,29,Male,UK,Laptop,61.42,17.73,9,32.7790373707242,266.0685773752878,6,1,3,69.56,0.89,8.449342886876439,39.98366550237317,0
19021,48,Female,USA,Laptop,65.74,19.38,11,43.436260331913026,234.78439105841002,5,12,5,64.96,0.5,8.987921955292048,37.363128361099065,1
19022,28,Male,Australia,Tablet,55.32,21.51,6,40.609192835761874,264.501142696153,5,11,6,82.62,0.42,9.975505713480764,43.813413848279296,1
19023,30,Male,Germany,Tablet,73.02,6.91,1,54.721143605198584,363.3372039368847,0,3,4,71.42,0.88,4.689686019684423,41.51264900242741,0
19024,33,Female,India,Tablet,51.43,18.1,12,30.224339643425015,496.1849259887162,6,2,3,59.25,0.62,9.710924629943582,38.63371254263123,0
19025,48,Male,Australia,Mobile,45.06,9.68,1,41.713945894252035,232.90072092737427,3,2,6,82.89,0.79,5.868503604636872,50.12182342425517,0
19026,35,Male,India,Laptop,53.17,9.94,11,29.235659933751204,486.681362043828,9,9,5,62.58,0.47,8.21540681021914,32.70169675641672,1
19027,48,Female,USA,Tablet,36.43,12.4,9,49.85631907995983,231.0452081680217,0,12,4,85.6,0.56,5.675226040840108,53.617397369673974,1
19028,34,Female,India,Tablet,6.66,12.43,7,35.70062800407267,372.9827751095775,0,9,4,59.4,0.74,6.393913875547887,28.06756570933785,0
19029,34,Female,Canada,Mobile,36.59,7.39,4,19.337632299745604,27.47138037349623,9,9,5,79.79,0.5,5.154356901867481,46.06559974254439,1
19030,46,Female,Australia,Laptop,68.41,13.62,9,30.63992452793157,496.11092024150383,7,12,7,84.51,0.65,9.36655460120752,53.16052325152718,0
19031,28,Female,USA,Laptop,56.07,7.76,9,40.47549571052977,300.79789633513053,8,5,1,86.18,0.99,5.631989481675652,44.50179017474817,0
19032,37,Female,Australia,Tablet,68.77,13.64,14,52.170681484008114,262.3090065334271,1,2,7,67.75,0.41,7.003545032667136,37.343942557890934,1
19033,27,Female,Germany,Laptop,50.07,11.28,3,48.35596035496856,587.7583826792758,5,9,7,57.17,0.63,8.722791913396378,27.82819489088132,0
19034,46,Female,India,Mobile,36.39,11.33,8,48.86731254348034,234.7819618358231,5,9,2,91.81,0.5,5.972909809179116,47.10628014213131,1
19035,33,Female,Canada,Tablet,51.89,12.15,8,59.283488041174756,307.7988420957857,1,11,7,32.06,0.67,6.783994210478929,15.148143354601265,0
19036,19,Female,Australia,Mobile,40.32,4.83,2,67.47553664657701,304.98462041299365,2,13,6,76.16,0.9,4.573923102064969,48.58925934211323,0
19037,34,Female,Australia,Tablet,42.58,4.83,3,38.8920595120353,301.1942359990281,1,3,4,88.21,0.74,3.954971179995141,37.816349768933776,0
19038,39,Female,India,Laptop,68.7,7.5,1,63.70469809028204,86.87498683047377,6,9,1,58.27,0.87,4.084374934152369,30.744600702452352,0
19039,47,Female,USA,Tablet,69.4,8.89,14,39.63593539747934,369.25252369603766,2,1,1,72.68,0.62,5.1132626184801895,36.18028879462159,0
19040,37,Female,USA,Tablet,42.82,-1.33,11,29.823793994068847,388.958746145336,9,10,7,55.34,0.87,4.74579373072668,33.756204278566294,0
19041,27,Male,India,Mobile,51.1,10.17,6,9.323963309264364,361.6101769172801,7,11,1,67.05,0.92,6.459050884586401,33.08805700149496,0
19042,30,Female,Australia,Mobile,54.55,8.34,10,66.38509060748224,371.07400454704384,6,7,7,72.0,0.69,6.957370022735219,36.3544522863265,0
19043,29,Female,USA,Laptop,58.04,15.08,13,44.02272526860476,102.79308602857094,8,4,2,70.85,0.44,7.0379654301428545,35.634196750255256,1
19044,32,Male,UK,Mobile,59.07,10.04,4,14.28856422066686,246.27734655989593,8,11,6,69.39,0.96,7.043386732799479,38.58016077691701,0
19045,24,Male,Australia,Tablet,54.61,12.94,12,49.40396575808432,161.42656215383266,0,2,3,68.62,0.44,5.289132810769162,31.93189973061692,1
19046,49,Male,USA,Mobile,65.05,14.13,7,16.188900263920488,357.6759868095494,1,6,3,64.16,0.49,6.827379934047746,33.23273167004748,1
19047,44,Female,Germany,Mobile,54.58,13.55,9,48.43506477991575,142.88087915429628,6,1,7,84.36,0.41,7.379404395771482,48.62680078858094,1
19048,39,Male,India,Tablet,32.34,16.68,5,22.727481956058416,419.2128943944156,4,13,1,51.34,0.46,8.100064471972077,28.364051839083498,1
19049,38,Female,Australia,Laptop,66.51,11.62,7,29.661850363450334,274.60923871114426,2,12,3,89.02,0.43,5.859046193555722,44.42496681649945,1
19050,43,Female,UK,Laptop,39.71,4.68,8,40.4243619456725,306.42942589164045,4,3,6,51.0,0.79,4.936147129458202,30.531769627097205,0
19051,45,Male,India,Mobile,37.12,8.55,14,64.02201847121916,134.8271004535505,3,2,7,79.3,0.47,5.239135502267753,27.09531911891608,1
19052,30,Male,Australia,Tablet,55.53,14.56,10,30.326756006402277,480.4118177138075,7,3,7,63.22,0.78,9.570059088569039,42.76393733778354,0
19053,29,Male,USA,Laptop,52.11,11.01,14,74.03818592126615,310.05767550784924,6,13,3,47.92,0.6,6.653288377539246,17.779949992159814,0
19054,29,Female,UK,Mobile,69.3,7.85,14,41.62570784336024,406.5487500691527,6,8,6,37.66,0.94,6.787743750345763,27.37228285075476,0
19055,45,Male,India,Laptop,31.39,12.26,2,18.089107473983862,329.1953218683921,6,10,1,83.8,0.93,6.72397660934196,46.152466782279596,0
19056,19,Male,USA,Laptop,60.38,4.8,4,52.132593238894984,230.30313463043728,7,0,3,69.15,0.95,4.591515673152186,37.8820947990326,0
19057,22,Male,Australia,Mobile,28.21,7.42,6,43.00688653928629,206.2205388070161,9,7,5,57.85,0.5,6.0571026940350805,23.14000283995409,1
19058,42,Male,USA,Tablet,59.55,10.04,3,49.5503785048932,148.78208216942653,1,14,3,59.61,0.84,4.555910410847133,29.859533573450417,0
19059,42,Male,Australia,Tablet,20.89,5.79,5,36.384644232539294,293.47751205930575,2,8,4,66.74,0.77,4.404387560296529,31.306570123853604,0
19060,19,Male,India,Laptop,96.63,9.03,2,25.0861047839582,288.38277545937297,3,13,5,63.14,0.82,5.750913877296865,34.22634277507376,0
19061,40,Male,Australia,Mobile,44.0,7.83,11,42.338890335143184,283.3485609456087,1,4,5,78.74,0.9,4.965742804728044,33.85392909051341,0
19062,43,Male,India,Tablet,53.35,9.8,14,48.86458981749857,300.56615494789537,6,1,6,60.14,0.87,6.842830774739477,32.74189466440625,0
19063,47,Female,India,Laptop,50.98,6.45,9,52.05598533547433,389.40668390896616,7,9,4,93.38,0.56,6.082033419544831,47.33986892215228,1
19064,37,Male,UK,Tablet,35.71,13.72,5,51.56640778606119,289.797342189556,5,14,2,82.68,0.89,6.96498671094778,49.90949791459801,0
19065,30,Female,UK,Mobile,51.86,9.17,2,52.60448523095438,451.8429163502976,5,0,2,68.39,0.99,6.410214581751488,32.606446635838545,0
19066,46,Male,Germany,Laptop,47.54,8.97,4,32.63338273793989,231.26416850064956,1,8,7,73.07,0.83,5.447320842503249,31.71446126792788,0
19067,20,Female,UK,Laptop,43.24,13.43,2,41.4310612770566,354.7542368889021,0,7,2,37.99,1.0,6.202771184444511,25.315154437895846,0
19068,28,Female,USA,Laptop,61.28,13.42,8,41.279084480432985,277.4677086973286,7,6,5,94.37,0.84,7.813338543486643,57.83713667691991,0
19069,33,Female,UK,Tablet,26.91,3.58,14,45.93933803360695,182.83785875523296,3,6,7,54.14,0.58,3.9881892937761654,31.028191397247127,1
19070,18,Male,India,Tablet,68.66,9.36,11,6.226550377840653,195.99191046772552,8,1,1,60.91,0.49,5.587959552338627,27.27113930200086,1
19071,36,Female,India,Tablet,47.32,16.5,5,35.02768416721221,492.96360149040686,4,11,6,85.16,1.0,9.414818007452034,42.10296879888494,0
